央卫综合,#genre#
猪猪侠剧25,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aab9cb537d464c6987710db633e28c6a/1200.m3u8
猪猪侠剧26,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6bf4cda0ebce4dfd91cb7b0296de7e90/1200.m3u8
猪猪侠剧27,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/935f3831de2e488ca2b0bbb93263b418/1200.m3u8
猪猪侠剧28,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/30efdf633b1c422dab32fe274d67f320/1200.m3u8
猪猪侠剧29,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/257e72b4bf0f4560847e9b87d8645738/1200.m3u8
猪猪侠剧30,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4bffea35701146e6b3fb04f39a3747e3/1200.m3u8
猪猪侠剧31,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a72044f6fd404a9e83ce047522e01901/1200.m3u8
猪猪侠剧32,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7d5b4362a3ad428ea0d5b5771faf57c4/1200.m3u8
猪猪侠剧33,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8192f05fb2234318928521dd2ed83a38/1200.m3u8
猪猪侠剧34,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/32cf6f9a7e394a4a9af3b2c873326ac4/1200.m3u8
猪猪侠剧35,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/83f4db992dc1476997d576878254c26c/1200.m3u8
猪猪侠剧36,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e045414a95da4152b3ff060b55a2f992/1200.m3u8
猪猪侠剧37,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/eb43d993f450460dba555c9a46d27262/1200.m3u8
猪猪侠剧38,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/40fb5ea7cf8341fa86acf0df6c4ccb55/1200.m3u8
猪猪侠剧39,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/14ed213481bd4b3e8dc4715bf56876ba/1200.m3u8
猪猪侠剧40,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4519030fa05348e1ac56dffa4f337ae7/1200.m3u8
猪猪侠剧41,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4bcdfbf3d6784cc190771b8184a60e4e/1200.m3u8
猪猪侠剧42,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1ff32d21d2a544eab343902e9ba5d07d/1200.m3u8
猪猪侠剧43,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/caf54124ab0d47bdba256a7f46fd5c6c/1200.m3u8
猪猪侠剧44,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ac8838256cbd4636bce7190fe977f046/1200.m3u8
猪猪侠剧45,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3c04604ebc1d47eb847a6e935c977b0e/1200.m3u8
猪猪侠剧46,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7da850ad39f845cd8a9accd6a60206c8/1200.m3u8
猪猪侠剧47,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f7200e292cb84aeebfe012c0b2018082/1200.m3u8
猪猪侠剧48,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e820b499aa964d95a4cb151cbd63ee70/1200.m3u8
猪猪侠剧49,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8cb197de89e24bfaa751127e02e80cb5/1200.m3u8
猪猪侠剧50,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ba9822ccd234ad9b9075852e26ec66d/1200.m3u8
猪猪侠剧51,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/941bdb7064904d1db11d7f0d30959663/1200.m3u8
猪猪侠剧52,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b8c94517b17f4e769318e3aefbd2de78/1200.m3u8
猪猪侠剧53,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/44180ac9d51f4113b4c0859029cfca9e/1200.m3u8
猪猪侠剧54,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/01fa590200a942c182244eb0cbda1a08/1200.m3u8
猪猪侠剧55,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/30b5fadd7cf5428c87a3c00bfe766c3c/1200.m3u8
猪猪侠剧56,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d33d57c10acd486a9a38572c82d61b83/1200.m3u8

熊熊乐园动画,#genre#

熊熊乐园01,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b333914bfe2b49d793d41f3233505f5f/1200.m3u8
熊熊乐园02,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7d35b256e4794918837e184d35f34492/1200.m3u8
熊熊乐园03,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8da51eedd80c4c0b98765b20d1729d42/1200.m3u8
熊熊乐园04,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e86d503179254fc0ba5ebb6f44103d9d/1200.m3u8
熊熊乐园05,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3f437da4d62e4708bc8892cd6f3c9bd8/1200.m3u8
熊熊乐园06,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7e38bf0a4c274a3c98abe1d79ca7c8ef/1200.m3u8
熊熊乐园07,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a14f86e6e1434908a12fd00a2c8b0b73/1200.m3u8
熊熊乐园08,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6a7b458f35cd49a390faa0378d4ecde5/1200.m3u8
熊熊乐园09,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6a35f12e8fb6420181c83cd1a847206b/1200.m3u8
熊熊乐园10,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/34cf417bf8d64ce8a993e8c5db16b914/1200.m3u8
熊熊乐园11,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f966ee5dac0d4393bcdd2483b24d06a3/1200.m3u8
熊熊乐园12,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/70344cd85dc34abf8400eb9738bec779/1200.m3u8
熊熊乐园13,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3976afaa79a14ede8dcf818ead874ac1/1200.m3u8
熊熊乐园14,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/50a132bdc16e47cfb6e292ace9dde5ee/1200.m3u8
熊熊乐园15,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8336c7ea1fd04a98aeb5bab0350f9855/1200.m3u8
熊熊乐园16,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5ed717fd676042cfb4c145423e1bb31b/1200.m3u8
熊熊乐园17,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/54371858578a45d9b9de4b64f81863eb/1200.m3u8
熊熊乐园18,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1e77c23aef1a4defa52bc76a56ac35bc/1200.m3u8
熊熊乐园19,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6c9cd714ab4b4a4b9695c17766470ee8/1200.m3u8
熊熊乐园20,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/97d9d7f096bc4b90bcdaf2b7ce9ea556/1200.m3u8
熊熊乐园21,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c5c9a732d2dd4179828895fb75a3ca08/1200.m3u8
熊熊乐园22,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9a7401b1279a4fa09135deaab29bf51d/1200.m3u8
熊熊乐园23,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3cfd36364d804fee8599aa72b970e9cd/1200.m3u8
熊熊乐园24,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ed010caa1668481ab5a7250291bb6f33/1200.m3u8
熊熊乐园25,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/adb82894c295447e86d12aeccdd17d50/1200.m3u8
熊熊乐园26,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4404b8b709f84c7fa045a0901f23a133/1200.m3u8
熊熊乐园27,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7e7b56d0d35a44dc807b9888cc37bce0/1200.m3u8
熊熊乐园28,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6b9d91ae03eb4348a9270aa0e5018135/1200.m3u8
熊熊乐园29,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/59c667667d2349c587db921d3f639223/1200.m3u8
熊熊乐园30,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/473591a6614e4a769ad912fbf58e79da/1200.m3u8
熊熊乐园31,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8a99941f33164ea3aa11d5243a4a93ad/1200.m3u8
熊熊乐园32,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/84ab44d3c9af4460a1a9981a22489417/1200.m3u8
熊熊乐园33,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1d01816b5ae945bea728f10ee99d7c41/1200.m3u8
熊熊乐园34,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ef0bb93b6d9a44f6b68f7abc15770a9e/1200.m3u8
熊熊乐园35,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5b0e9527423542efbe1ab81c3701c20e/1200.m3u8
熊熊乐园36,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/be17a82213094c1284570913c1cce887/1200.m3u8
熊熊乐园37,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d9925bccfeb84ab6ab090d56547a7a2d/1200.m3u8
熊熊乐园38,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f5148f0035d44d77b74aa58aa6d57c18/1200.m3u8
熊熊乐园39,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6cde3ec7780446e9a834a35772378ff8/1200.m3u8
熊熊乐园40,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1c03ccf0e34b4476a80c2396ffe99a29/1200.m3u8
熊熊乐园41,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f986f8de576f487fb1febdcc7dfa87d8/1200.m3u8
熊熊乐园42,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c99361cb40a9457c9ca95beab9c780af/1200.m3u8
熊熊乐园43,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e9dbad5b80884597a721947629a9b169/1200.m3u8
熊熊乐园44,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e0a3c64fa73947289e5664984f4cf5e2/1200.m3u8
熊熊乐园45,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/cea468a9e46f47f5bd232aef671a7d8e/1200.m3u8
熊熊乐园46,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f185a4cb6fec4e5fac0b7c3bda661cfa/1200.m3u8
熊熊乐园47,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1b3716f4a8ac42fda150b24e9266e7f2/1200.m3u8
熊熊乐园48,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1e3bb6fcc0b642d896b0bb51514a3545/1200.m3u8
熊熊乐园49,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4f7fa80c6686462cb3afcf9ce48b7678/1200.m3u8
熊熊乐园50,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f93cb9edd30544b78797b6dce897dbdc/1200.m3u8
熊熊乐园51,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7fc7a246576744e1b032622846c1fd43/1200.m3u8
熊熊乐园52,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/23d304c091184090b3b6ceef8822a273/1200.m3u8

河北邦子,#genre#

打金枝,http://uptt.gcwduoduo.com/v/220322/51b3686ff55baa609e8f94dbc8d1682a.mp4
穆桂英挂帅,http://uptt.gcwduoduo.com/v/201012/40c47ec8b2981e39cbe306e551fcc8b2.mp4
宝莲灯,http://uptt.gcwduoduo.com/v/201020/b01756b5d15b4309261586d819a939f5.mp4#http://uptt.gcwduoduo.com/v/210113/a3eeb62bda700dc8404fea521981bab5.mp4
大登殿,http://uptt.gcwduoduo.com/v/200113/0ad63e79f38f4649d50dc7ff5c8ca12b.mp4
袁门斩子,http://uptt.gcwduoduo.com/v/220411/17b5adae46557f15fc3d145bccdc23b2.mp4
《蝴蝶杯》全集田春鸟,http://uptt.gcwduoduo.com/v/200709/ba307213c4ec443d1318abe01588b650.mp4
四郎探母,http://uptt.gcwduoduo.com/v/210115/a46c10cfe8fe042dd79b14ddcdfea008.mp4
南北合,http://uptt.gcwduoduo.com/v/211115/05542437077fea458bfadf2a15c11603.mp4


红高粱（周迅、朱亚文主演）,#genre#

第1集,https://cdn.wls911.com:777/TiRPogS4/index.m3u8
第2集,https://cdn.wls911.com:777/RPBa37rm/index.m3u8
第3集,https://cdn.wls911.com:777/PAtSr0fv/index.m3u8
第4集,https://cdn.wls911.com:777/EANPapy3/index.m3u8
第5集,https://cdn.wls911.com:777/nBgVaTde/index.m3u8
第6集,https://cdn.wls911.com:777/AWMoX56S/index.m3u8
第7集,https://cdn.wls911.com:777/DlNWACmk/index.m3u8
第8集,https://cdn.wls911.com:777/EyUHf6PQ/index.m3u8
第9集,https://cdn.wls911.com:777/IJ4rcqhx/index.m3u8
第10集,https://cdn.wls911.com:777/efXnbLvh/index.m3u8
第11集,https://cdn.wls911.com:777/u2ihA94E/index.m3u8
第12集,https://cdn.wls911.com:777/67S5UKIE/index.m3u8
第13集,https://cdn.wls911.com:777/rdY0Oyv9/index.m3u8
第14集,https://cdn.wls911.com:777/G3iXsLYS/index.m3u8
第15集,https://cdn.wls911.com:777/nr2gSvZ1/index.m3u8
第16集,https://cdn.wls911.com:777/TS6e2Vud/index.m3u8
第17集,https://cdn.wls911.com:777/3is62dVA/index.m3u8
第18集,https://cdn.wls911.com:777/8HpFJuEf/index.m3u8
第19集,https://cdn.wls911.com:777/9sN8OQLf/index.m3u8
第20集,https://cdn.wls911.com:777/iEcH2smj/index.m3u8
第21集,https://cdn.wls911.com:777/cfXu4aze/index.m3u8
第22集,https://cdn.wls911.com:777/oP0jNhS3/index.m3u8
第23集,https://cdn.wls911.com:777/A56xmGOg/index.m3u8
第24集,https://cdn.wls911.com:777/YId93xyv/index.m3u8
第25集,https://cdn.wls911.com:777/WK0B3E6m/index.m3u8
第26集,https://cdn.wls911.com:777/qKsxiMSD/index.m3u8
第27集,https://cdn.wls911.com:777/2BFL8HtM/index.m3u8
第28集,https://cdn.wls911.com:777/Zux8T2X7/index.m3u8
第29集,https://cdn.wls911.com:777/9P7vrUBT/index.m3u8
第30集,https://cdn.wls911.com:777/Ds9foLtE/index.m3u8
第31集,https://cdn.wls911.com:777/JmuTr21q/index.m3u8
第32集,https://cdn.wls911.com:777/4nylVs7c/index.m3u8
第33集,https://cdn.wls911.com:777/lzgoLWRK/index.m3u8
第34集,https://cdn.wls911.com:777/OZ5wsnFl/index.m3u8
第35集,https://cdn.wls911.com:777/8oFLt7n2/index.m3u8
第36集,https://cdn.wls911.com:777/MWacBDG5/index.m3u8
第37集,https://cdn.wls911.com:777/s5CDMzWo/index.m3u8
第38集,https://cdn.wls911.com:777/KlhTjkGs/index.m3u8
第39集,https://cdn.wls911.com:777/ZyAPU6Yi/index.m3u8
第40集,https://cdn.wls911.com:777/Ap47ar1k/index.m3u8
第41集,https://cdn.wls911.com:777/FXfSlUsw/index.m3u8
第42集,https://cdn.wls911.com:777/J07GZ9SA/index.m3u8
第43集,https://cdn.wls911.com:777/u7EnUPo6/index.m3u8
第44集,https://cdn.wls911.com:777/tK9EdGSj/index.m3u8
第45集,https://cdn.wls911.com:777/sHL8mcDA/index.m3u8
第46集,https://cdn.wls911.com:777/UV3ji8Kw/index.m3u8
第47集,https://cdn.wls911.com:777/RLrsv59d/index.m3u8
第48集,https://cdn.wls911.com:777/vtR029VL/index.m3u8
第49集,https://cdn.wls911.com:777/XdCaMSYm/index.m3u8
第50集,https://cdn.wls911.com:777/5BtZvDUx/index.m3u8
第51集,https://cdn.wls911.com:777/reFzTHLW/index.m3u8
第52集,https://cdn.wls911.com:777/AVFXq1u3/index.m3u8
第53集,https://cdn.wls911.com:777/TqtEiHaI/index.m3u8
第54集,https://cdn.wls911.com:777/ZI6LYFp8/index.m3u8
第55集,https://cdn.wls911.com:777/D0Lrn8iW/index.m3u8
第56集,https://cdn.wls911.com:777/AcaL3nRT/index.m3u8
第57集,https://cdn.wls911.com:777/OnIwUTYv/index.m3u8
第58集,https://cdn.wls911.com:777/MWUx3yRD/index.m3u8
第59集,https://cdn.wls911.com:777/gz9vkrlO/index.m3u8
第60集,https://cdn.wls911.com:777/VBG7oZkK/index.m3u8

西游记86版,#genre#

第1集,https://vip.lz-cdn8.com/20220407/1055_8ebea3e0/index.m3u8
第2集,https://vip.lz-cdn8.com/20220407/1067_79a864ea/index.m3u8
第3集,https://vip.lz-cdn8.com/20220407/1083_9e20dd96/index.m3u8
第4集,https://vip.lz-cdn8.com/20220407/1094_8a320bf1/index.m3u8
第5集,https://vip.lz-cdn8.com/20220407/1110_5a1f8a66/index.m3u8
第6集,https://vip.lz-cdn8.com/20220407/1119_1648fd1f/index.m3u8
第7集,https://vip.lz-cdn8.com/20220407/1132_63799a47/index.m3u8
第8集,https://vip.lz-cdn8.com/20220407/1146_318e7075/index.m3u8
第9集,https://vip.lz-cdn8.com/20220407/1159_1d17bf18/index.m3u8
第10集,https://vip.lz-cdn8.com/20220407/1174_b1c2b3ed/index.m3u8
第11集,https://vip.lz-cdn8.com/20220407/1193_c2c5b1bd/index.m3u8
第12集,https://vip.lz-cdn8.com/20220407/1209_3e365c00/index.m3u8
第13集,https://vip.lz-cdn8.com/20220407/1230_81c9c4bc/index.m3u8
第14集,https://vip.lz-cdn8.com/20220407/1278_395b8e80/index.m3u8
第15集,https://vip.lz-cdn8.com/20220407/1314_427525a4/index.m3u8
第16集,https://vip.lz-cdn8.com/20220407/1344_55307e74/index.m3u8
第17集,https://vip.lz-cdn8.com/20220407/1363_58ce616d/index.m3u8
第18集,https://vip.lz-cdn8.com/20220407/1377_babc56f3/index.m3u8
第19集,https://vip.lz-cdn8.com/20220407/1405_5ca73b6b/index.m3u8
第20集,https://vip.lz-cdn8.com/20220408/1453_80b32cbe/index.m3u8
第21集,https://vip.lz-cdn8.com/20220408/1491_6b037282/index.m3u8
第22集,https://vip.lz-cdn8.com/20220408/1503_26e773ea/index.m3u8
第23集,https://vip.lz-cdn8.com/20220408/1515_eda8d7d1/index.m3u8
第24集,https://vip.lz-cdn8.com/20220408/1527_70660a94/index.m3u8
第25集,https://vip.lz-cdn8.com/20220408/1540_5c775112/index.m3u8

聊斋86版,#genre#

第1集,https://vip.lz-cdn8.com/20220813/21334_7a171487/index.m3u8
第2集,https://vip.lz-cdn8.com/20220813/21335_07c09208/index.m3u8
第3集,https://vip.lz-cdn8.com/20220813/21336_25db3fe0/index.m3u8
第4集,https://vip.lz-cdn8.com/20220813/21337_3cba9106/index.m3u8
第5集,https://vip.lz-cdn8.com/20220813/21338_0d8f37f0/index.m3u8
第6集,https://vip.lz-cdn8.com/20220813/21339_8a56f637/index.m3u8
第7集,https://vip.lz-cdn8.com/20220813/21340_460c8324/index.m3u8
第8集,https://vip.lz-cdn8.com/20220813/21341_05e75ccb/index.m3u8
第9集,https://vip.lz-cdn8.com/20220813/21342_81285d8f/index.m3u8
第10集,https://vip.lz-cdn8.com/20220813/21343_448fe6d0/index.m3u8
第11集,https://vip.lz-cdn8.com/20220813/21344_04f20d6c/index.m3u8
第12集,https://vip.lz-cdn8.com/20220813/21345_cdb1d49f/index.m3u8
第13集,https://vip.lz-cdn8.com/20220813/21346_cc97da0c/index.m3u8
第14集,https://vip.lz-cdn8.com/20220813/21347_179f66b6/index.m3u8
第15集,https://vip.lz-cdn8.com/20220813/21348_a7e2cca3/index.m3u8
第16集,https://vip.lz-cdn8.com/20220813/21349_177375c5/index.m3u8
第17集,https://vip.lz-cdn8.com/20220813/21350_4e55e09f/index.m3u8
第18集,https://vip.lz-cdn8.com/20220813/21351_473e30b9/index.m3u8
第19集,https://vip.lz-cdn8.com/20220813/21352_28dd8749/index.m3u8
第20集,https://vip.lz-cdn8.com/20220813/21353_19d464c0/index.m3u8
第21集,https://vip.lz-cdn8.com/20220813/21354_2d08aaa6/index.m3u8
第22集,https://vip.lz-cdn8.com/20220813/21355_8b56b86e/index.m3u8
第23集,https://vip.lz-cdn8.com/20220813/21356_92aa3229/index.m3u8
第24集,https://vip.lz-cdn8.com/20220813/21357_6ec8cc86/index.m3u8
第25集,https://vip.lz-cdn8.com/20220813/21358_471ef138/index.m3u8
第26集,https://vip.lz-cdn8.com/20220813/21359_0e1e7cc7/index.m3u8
第27集,https://vip.lz-cdn8.com/20220813/21360_743b46a5/index.m3u8
第28集,https://vip.lz-cdn8.com/20220813/21361_ee37c520/index.m3u8
第29集,https://vip.lz-cdn8.com/20220813/21362_77df21d9/index.m3u8
第30集,https://vip.lz-cdn8.com/20220813/21363_360687a9/index.m3u8
第31集,https://vip.lz-cdn8.com/20220813/21364_9a109446/index.m3u8
第32集,https://vip.lz-cdn8.com/20220813/21365_2fc5077a/index.m3u8
第33集,https://vip.lz-cdn8.com/20220813/21366_6b55e94b/index.m3u8
第34集,https://vip.lz-cdn8.com/20220813/21367_60624c1f/index.m3u8
第35集,https://vip.lz-cdn8.com/20220813/21368_86912064/index.m3u8
第36集,https://vip.lz-cdn8.com/20220813/21369_e26b6ca3/index.m3u8
第37集,https://vip.lz-cdn8.com/20220813/21370_e9534ee0/index.m3u8
第38集,https://vip.lz-cdn8.com/20220813/21371_125b38b7/index.m3u8
第39集,https://vip.lz-cdn8.com/20220813/21372_cfdbec50/index.m3u8
第40集,https://vip.lz-cdn8.com/20220813/21373_b27d6b08/index.m3u8
第41集,https://vip.lz-cdn8.com/20220813/21374_ec857edb/index.m3u8
第42集,https://vip.lz-cdn8.com/20220813/21375_1df062ad/index.m3u8
第43集,https://vip.lz-cdn8.com/20220813/21376_fbe26204/index.m3u8
第44集,https://vip.lz-cdn8.com/20220813/21377_b26c0c4d/index.m3u8
第45集,https://vip.lz-cdn8.com/20220813/21378_21f04a8a/index.m3u8
第46集,https://vip.lz-cdn8.com/20220813/21379_75319407/index.m3u8
第47集,https://vip.lz-cdn8.com/20220813/21380_72b5fc93/index.m3u8
第48集,https://vip.lz-cdn8.com/20220813/21381_939e3f8d/index.m3u8
第49集,https://vip.lz-cdn8.com/20220813/21382_e738223f/index.m3u8
第50集,https://vip.lz-cdn8.com/20220813/21383_6c72d629/index.m3u8
第51集,https://vip.lz-cdn8.com/20220813/21384_054cc54a/index.m3u8
第52集,https://vip.lz-cdn8.com/20220813/21385_521d6d4c/index.m3u8
第53集,https://vip.lz-cdn8.com/20220813/21386_818abf6c/index.m3u8
第54集,https://vip.lz-cdn8.com/20220813/21387_d78d7ad2/index.m3u8
第55集,https://vip.lz-cdn8.com/20220813/21388_f211c716/index.m3u8
第56集,https://vip.lz-cdn8.com/20220813/21389_fcec1d92/index.m3u8
第57集,https://vip.lz-cdn8.com/20220813/21391_347bd2cc/index.m3u8
第58集,https://vip.lz-cdn8.com/20220813/21390_cb0cf0a6/index.m3u8
第59集,https://vip.lz-cdn8.com/20220813/21392_64c89827/index.m3u8
第60集,https://vip.lz-cdn8.com/20220813/21393_487b99b9/index.m3u8
第61集,https://vip.lz-cdn8.com/20220813/21394_d83c1fae/index.m3u8
第62集,https://vip.lz-cdn8.com/20220813/21395_85a043fd/index.m3u8
第63集,https://vip.lz-cdn8.com/20220813/21396_e2b80c3e/index.m3u8
第64集,https://vip.lz-cdn8.com/20220813/21397_c3565003/index.m3u8
第65集,https://vip.lz-cdn8.com/20220813/21398_476fd9e7/index.m3u8
第66集,https://vip.lz-cdn8.com/20220813/21399_c4725ce4/index.m3u8
第67集,https://vip.lz-cdn8.com/20220813/21400_cae81270/index.m3u8
第68集,https://vip.lz-cdn8.com/20220813/21401_5c181907/index.m3u8
第69集,https://vip.lz-cdn8.com/20220813/21402_50f7285d/index.m3u8
第70集,https://vip.lz-cdn8.com/20220813/21403_38d3163f/index.m3u8
第71集,https://vip.lz-cdn8.com/20220813/21404_28725607/index.m3u8
第72集,https://vip.lz-cdn8.com/20220813/21405_ab1fa7c5/index.m3u8
第73集,https://vip.lz-cdn8.com/20220813/21406_a08a2be7/index.m3u8
第74集,https://vip.lz-cdn8.com/20220813/21407_b3bf66f3/index.m3u8
第75集,https://vip.lz-cdn8.com/20220813/21408_a766595f/index.m3u8

射雕英雄传黄日华版,#genre#

第1集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第01集/index.m3u8
第2集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第02集/index.m3u8
第3集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第03集/index.m3u8
第4集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第04集/index.m3u8
第5集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第05集/index.m3u8
第6集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第06集/index.m3u8
第7集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第07集/index.m3u8
第8集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第08集/index.m3u8
第9集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第09集/index.m3u8
第10集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第10集/index.m3u8
第11集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第11集/index.m3u8
第12集,https://s5.bfbfvip.com/video/shediaoyingxiongchuan1983/第12集/index.m3u8
第13集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第13集/index.m3u8
第14集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第14集/index.m3u8
第15集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第15集/index.m3u8
第16集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第16集/index.m3u8
第17集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第17集/index.m3u8
第18集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第18集/index.m3u8
第19集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第19集/index.m3u8
第20集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第20集/index.m3u8
第21集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第21集/index.m3u8
第22集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第22集/index.m3u8
第23集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第23集/index.m3u8
第24集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第24集/index.m3u8
第25集,https://s2.bfbfvip.com/video/shediaoyingxiongchuan1983/第25集/index.m3u8
